,likes
234,4079.500000
235,29612.000000
236,306.500000
237,403.500000
238,1949.000000
239,518.400000
240,547.000000
241,1121.500000
242,1413.000000
243,1345.000000
244,181.500000
245,907.600000
246,880.500000
247,485.500000
248,1235.875000
249,1159.000000
250,338.600000
251,2044.500000
252,146.400000
253,519.000000
254,178.500000
255,2462.900000
256,431.500000
257,251.000000
258,8510.571429
259,7944.888889
260,206.750000
261,353.000000
262,454.000000
263,610.000000
264,2577.500000
265,1107.000000
266,2067.500000
267,409.000000
268,38.500000
269,2221.500000
270,3258.409091
271,718.000000
272,934.200000
273,5083.000000
274,350.500000
275,1356.000000
276,318.000000
277,309.833333
278,175.250000
279,1656.500000
280,254.500000
281,366.250000
282,286.000000
283,3318.250000
284,188.000000
285,389.333333
286,141.500000
287,3241.333333
288,8916.250000
289,212.333333
290,473.500000
291,586.000000
292,3141.571429
293,7384.625000
294,767.250000
295,664.000000
296,517.142857
297,1211.000000
298,686.666667
299,106.000000
300,454.333333
301,270.000000
302,743.083333
303,378.000000
304,391.000000
305,1574.000000
306,519.000000
307,908.600000
308,1451.750000
309,492.000000
310,3844.500000
311,807.000000
312,4180.666667
313,576.444444
314,304.500000
315,712.600000
316,2159.666667
317,70.000000
318,461.000000
319,257.000000
320,448.000000
321,99.750000
322,446.400000
323,390.666667
324,65.000000
325,562.000000
326,1680.333333
327,659.000000
328,1310.500000
329,597.500000
330,224.000000
331,384.666667
332,2396.500000
333,1017.500000
334,43.000000
335,1211.750000
336,523.500000
337,326.200000
338,1118.666667
339,169.000000
340,776.000000
341,603.500000
342,977.000000
343,275.750000
344,726.625000
345,432.000000
346,597.500000
347,1459.909091
348,1473.750000
349,3898.428571
350,13246.000000
351,126.800000
352,812.000000
353,679.000000
354,1111.000000
355,505.000000
356,131.333333
357,6932.000000
358,79.000000
359,599.166667
360,929.500000
361,1226.750000
362,0.000000
363,172.250000
364,332.333333
365,5219.833333
366,100.000000
367,474.684211
368,1842.000000
369,274.000000
370,1273.500000
371,2843.000000
372,251.000000
373,1069.500000
374,429.500000
375,12153.500000
376,277.000000
377,268.000000
378,294.000000
379,409.500000
380,1905.000000
381,260.000000
382,632.333333
383,44.666667
384,1861.500000
385,203.000000
386,289.000000
387,5713.428571
388,8455.200000
389,3037.000000
390,0.000000
391,2110.000000
392,401.200000
393,1529.500000
394,297.250000
395,726.750000
396,1080.666667
397,2747.500000
398,919.250000
399,782.666667
400,740.500000
401,292.500000
402,14368.666667
403,400.333333
404,421.333333
405,664.000000
406,1617.444444
407,1286.000000
408,397.666667
409,2607.000000
410,484.500000
411,799.263158
412,4625.400000
413,14940.250000
414,410.000000
415,1351.750000
416,264.666667
417,1237.000000
418,449.750000
419,1029.500000
420,407.333333
421,326.000000
422,886.000000
423,451.400000
424,803.500000
425,664.400000
426,15988.000000
427,1309.857143
428,167.000000
429,1440.857143
430,26547.500000
431,1663.545455
432,2231.095238
433,0.000000
434,1830.000000
435,403.750000
436,1035.666667
437,19410.000000
438,619.285714
439,584.125000
440,400.666667
441,6940.200000
442,559.888889
443,13653.000000
444,1302.214286
445,570.666667
446,256.750000
447,525.000000
448,1303.250000
449,1178.500000
450,1356.666667
451,44.000000
452,478.750000
453,1580.000000
454,259.000000
455,9835.875000
456,1070.750000
457,235.000000
458,1487.000000
459,2911.000000
460,1409.200000
461,409.400000
462,1048.500000
463,689.600000
464,484.166667
465,1386.500000
466,307.500000
467,2599.000000
468,5347.142857
469,5555.687500
470,1486.800000
471,353.600000
472,669.692308
473,504.000000
474,1786.916667
475,498.578947
476,696.666667
477,13740.000000
478,9747.000000
479,6520.000000
480,2135.000000
481,2648.666667
482,505.000000
483,129.666667
484,611.625000
485,2899.100000
486,1179.608696
487,1230.000000
488,3449.800000
489,1272.000000
490,2077.666667
491,1047.666667
492,8425.545455
493,78.000000
494,585.500000
495,476.454545
496,253.000000
497,2468.000000
498,456.000000
499,4794.800000
500,813.272727
501,2043.875000
502,849.333333
503,0.000000
504,1165.000000
505,829.666667
506,329.000000
507,502.666667
508,430.500000
509,1030.000000
510,95.000000
511,569.666667
512,1258.000000
513,0.000000
514,3377.250000
515,95.750000
516,152.500000
517,7499.250000
518,383.666667
519,207.250000
520,11402.136364
521,523.666667
522,1315.750000
523,386.400000
524,674.750000
525,423.500000
526,1119.250000
527,398.500000
528,603.500000
529,781.000000
530,228.333333
531,508.250000
532,518.500000
533,759.000000
534,3739.000000
535,766.600000
536,173.000000
537,168.500000
538,825.666667
539,41.600000
540,542.000000
541,1854.000000
542,815.000000
543,525.000000
544,489.428571
545,291.666667
546,295.666667
547,907.000000
548,265.333333
549,518.666667
550,151.000000
551,446.500000
552,240.142857
553,435.000000
554,511.000000
555,1914.000000
556,515.000000
557,843.000000
558,528.000000
559,92.000000
560,366.000000
561,3067.000000
562,443.000000
563,0.000000
564,1115.600000
565,272.277778
566,695.500000
567,390.500000
568,104.000000
569,2998.500000
570,495.714286
571,543.666667
572,622.000000
573,2853.357143
574,250.923077
575,1268.750000
576,813.875000
577,1537.000000
578,2076.666667
579,1313.500000
580,357.200000
581,12475.000000
582,409.500000
583,364.666667
584,634.000000
585,408.375000
586,5555.000000
587,386.400000
588,1874.250000
589,204.600000
590,762.666667
591,661.500000
592,1316.000000
593,2347.705882
594,491.800000
595,339.000000
596,453.142857
597,651.500000
598,1635.375000
599,548.666667
600,201.000000
601,214.500000
602,144.000000
603,440.500000
604,451.000000
605,2159.857143
606,873.000000
607,590.600000
608,2325.250000
609,835.666667
610,1961.500000
611,955.333333
612,688.142857
613,648.000000
614,4567.500000
615,6415.400000
616,722.000000
617,526.000000
618,405.500000
619,1242.750000
620,1727.944444
621,508.000000
622,681.750000
623,1682.000000
624,260.250000
625,214.000000
626,484.500000
627,458.333333
628,885.258065
629,162.666667
630,977.400000
631,314.000000
632,562.000000
633,1190.000000
634,1320.000000
635,126.666667
636,2298.916667
637,255.000000
638,710.500000
639,1042.500000
640,726.625000
641,210.666667
642,473.000000
643,691.333333
644,1027.000000
645,482.000000
646,2057.000000
647,322.666667
648,377.500000
649,3207.957447
650,1889.000000
651,1714.666667
652,487.666667
653,796.142857
654,3521.695652
655,267.000000
656,1693.100000
657,127.000000
658,3263.571429
659,587.500000
660,707.266667
661,6127.000000
662,902.000000
663,625.000000
664,360.800000
665,318.125000
666,172.666667
667,154.000000
668,297.500000
669,95.500000
670,8960.333333
671,1279.800000
672,253.000000
673,647.000000
674,284.500000
675,221.000000
676,2293.333333
677,1366.666667
678,782.333333
679,5956.687500
680,2990.250000
681,657.000000
682,2345.000000
683,867.000000
684,1460.833333
685,291.500000
686,479.666667
687,13962.000000
688,1383.333333
689,295.750000
690,663.000000
691,159.500000
692,494.600000
693,1651.000000
694,2520.000000
695,3515.875000
696,828.000000
697,280.000000
698,560.500000
699,613.333333
700,128.750000
701,254.333333
702,391.600000
703,4821.500000
704,418.666667
705,311.000000
706,446.500000
707,4110.000000
708,489.750000
709,1485.000000
710,502.000000
711,13129.666667
712,3130.500000
713,1186.000000
714,705.250000
715,1260.500000
716,688.000000
717,192.000000
718,490.500000
719,2875.166667
720,2758.666667
721,337.666667
722,837.000000
723,719.200000
724,165.000000
725,3805.000000
726,5464.000000
727,5337.000000
728,299.333333
729,660.600000
730,727.000000
731,2456.000000
732,997.666667
733,7059.666667
734,305.800000
735,108.500000
736,492.500000
737,120.666667
738,547.000000
739,973.000000
740,685.600000
741,568.375000
742,3448.333333
743,757.500000
744,823.600000
745,7831.500000
746,2037.250000
747,568.800000
748,305.333333
749,642.000000
750,1077.500000
751,6507.727273
752,248.000000
753,635.500000
754,883.200000
755,1706.500000
756,1445.333333
757,1335.400000
758,1260.833333
759,395.000000
760,2572.750000
761,438.000000
762,939.500000
763,3432.800000
764,338.000000
765,194.666667
766,233.000000
767,4880.000000
768,723.000000
769,411.666667
770,1446.333333
771,5142.000000
772,1090.500000
773,4530.000000
774,393.333333
775,180.500000
776,689.000000
777,1018.666667
778,486.083333
779,1936.500000
780,583.000000
781,342.000000
782,155.000000
783,1443.000000
784,11563.000000
785,0.000000
786,0.000000
787,656.000000
788,262.285714
789,6761.400000
790,217.000000
791,185.000000
792,801.375000
793,376.500000
794,550.000000
795,787.500000
796,317.000000
797,356.500000
798,374.222222
799,147.500000
800,455.333333
801,462.000000
802,2138.000000
803,1418.500000
804,478.200000
805,125.000000
806,130.000000
807,1404.500000
808,418.250000
809,2426.666667
810,2081.000000
811,252.000000
812,1012.500000
813,438.000000
814,160.000000
815,111.000000
816,465.000000
817,723.666667
818,728.966667
819,737.800000
820,553.500000
821,129.000000
822,2552.285714
823,437.857143
824,7084.000000
825,2292.000000
826,0.000000
827,0.000000
828,362.333333
829,1960.000000
830,582.500000
831,215.250000
832,98.333333
833,342.666667
834,6614.634146
835,569.000000
836,370.200000
837,876.200000
838,851.400000
839,189.500000
840,1028.333333
841,872.000000
842,27242.000000
843,649.333333
844,4199.428571
845,320.000000
846,768.666667
847,630.666667
848,69.333333
849,941.500000
850,935.714286
851,1061.000000
852,301.000000
853,706.500000
854,565.000000
855,2006.444444
856,1195.750000
857,2507.000000
858,226.000000
859,92.000000
860,270.666667
861,232.000000
862,248.666667
863,180.000000
864,487.333333
865,281.000000
866,12255.333333
867,9384.875000
868,247.000000
869,714.750000
870,389.000000
871,1196.666667
872,3558.000000
873,271.666667
874,331.000000
875,603.800000
876,511.000000
877,234.750000
878,1130.000000
879,627.800000
880,447.400000
881,273.000000
882,590.333333
883,4115.777778
884,1032.000000
885,268.200000
886,61212.333333
887,1186.000000
888,7300.545455
889,1823.500000
890,374.000000
891,390.333333
892,155.800000
893,251.000000
894,833.200000
895,463.500000
896,832.000000
897,280.000000
898,636.000000
899,1475.400000
900,4747.250000
901,101.000000
902,214.666667
903,329.500000
904,4786.000000
905,2233.200000
906,481.166667
907,568.333333
908,1639.000000
909,6309.000000
910,876.000000
911,6354.250000
912,315.000000
913,1708.000000
914,2015.000000
915,859.571429
916,1307.500000
917,335.500000
918,2378.400000
919,2428.000000
920,168.000000
921,2108.833333
922,4559.000000
923,1324.625000
924,210.750000
925,2063.000000
926,893.666667
927,41159.333333
928,2697.750000
929,17189.500000
930,601.250000
931,805.000000
932,381.666667
933,343.000000
934,172.800000
935,341.000000
936,647.000000
937,3013.000000
938,3167.800000
939,444.666667
940,10217.777778
941,209.428571
942,401.000000
943,208.333333
944,1337.500000
945,60.000000
946,1803.333333
947,4967.000000
948,4218.500000
949,434.666667
950,1124.666667
951,565.250000
952,2364.333333
953,703.000000
954,1310.500000
955,207.000000
956,1727.000000
957,543.500000
958,832.000000
959,652.428571
960,1200.750000
961,50138.142857
962,811.000000
963,608.777778
964,8016.666667
965,922.000000
966,600.500000
967,1080.666667
968,675.000000
969,1740.666667
970,2307.500000
971,839.000000
972,542.333333
973,898.333333
974,4351.000000
975,502.200000
976,763.285714
977,571.000000
978,1700.000000
979,7683.666667
980,0.000000
981,3120.600000
982,415.500000
983,621.600000
984,153.000000
985,1177.000000
986,858.000000
987,791.600000
988,722.000000
989,2215.400000
990,107.666667
991,356.333333
992,378.583333
993,5281.100000
994,569.600000
995,370.714286
996,4489.500000
997,446.000000
998,181.000000
999,546.500000
1000,460.666667
1001,1064.250000
1002,419.000000
1003,208.500000
1004,1731.500000
1005,1817.500000
1006,509.500000
1007,4266.000000
1008,727.666667
1009,970.000000
1010,20593.833333
1011,13829.000000
1012,469.000000
1013,656.000000
1014,410.500000
1015,263.500000
1016,604.000000
1017,441.000000
1018,160.400000
1019,122.000000
1020,2754.500000
1021,1156.000000
1022,163.000000
1023,647.000000
1024,589.000000
1025,819.750000
1026,848.000000
1027,397.000000
1028,508.500000
1029,8121.375000
1030,843.000000
1031,126.000000
1032,802.000000
1033,1234.153846
1034,4290.000000
1035,1840.500000
1036,415.000000
1037,1167.333333
1038,3180.500000
1039,10813.500000
1040,702.000000
1041,42030.000000
1042,212.750000
1043,868.500000
1044,896.250000
1045,451.500000
1046,158.000000
1047,193.500000
1048,3084.000000
1049,825.500000
1050,1344.500000
1051,1161.727273
1052,590.500000
1053,233.000000
1054,1174.000000
1055,1208.750000
1056,226.000000
1057,496.000000
1058,1021.166667
1059,994.000000
1060,684.375000
1061,683.000000
1062,87.666667
1063,306.666667
1064,369.000000
1065,244.500000
1066,917.500000
1067,399.400000
1068,251.833333
1069,4555.166667
1070,170.000000
1071,282.000000
1072,340.000000
1073,540.666667
1074,6503.666667
1075,65.000000
1076,210.500000
1077,750.333333
1078,780.000000
1079,99.000000
1080,484.000000
1081,2118.875000
1082,483.857143
1083,276.200000
1084,269.666667
1085,428.000000
1086,154.000000
1087,208.000000
1088,524.500000
1089,1412.714286
1090,273.000000
1091,939.000000
1092,591.500000
1093,181.000000
1094,1542.200000
1095,265.500000
1096,704.000000
1097,2426.500000
1098,1019.600000
1099,6342.000000
1100,544.000000
1101,870.000000
1102,272.250000
1103,110.000000
1104,657.333333
1105,488.600000
1106,217.625000
1107,990.200000
1108,894.500000
1109,1504.000000
1110,405.666667
1111,207.000000
1112,229.250000
1113,7779.000000
1114,223.500000
1115,429.666667
1116,280.714286
1117,476.000000
1118,250.666667
1119,264.800000
1120,70.000000
1121,303.333333
1122,191.250000
1123,293.500000
1124,2329.000000
1125,209.400000
1126,128.666667
1127,197.000000
1128,708.000000
1129,755.000000
1130,719.333333
1131,404.000000
1132,176.500000
1133,230.000000
1134,0.000000
1135,581.500000
1136,2281.666667
1137,142.000000
1138,322.500000
1139,666.363636
1140,506.000000
1141,526.666667
1142,6309.600000
1143,351.400000
1144,130.500000
1145,531.250000
1146,3943.500000
1147,1526.333333
1148,3765.500000
1149,1365.411765
1150,1630.000000
1151,38.000000
1152,90.000000
1153,212.000000
1154,1475.000000
1155,319.000000
1156,2226.000000
1157,9265.000000
1158,2876.333333
1159,1000.333333
1160,244.000000
1161,1137.750000
1162,144.000000
1163,477.833333
1164,282.666667
1165,6983.500000
1166,136.000000
1167,269.000000
1168,968.000000
1169,350.500000
1170,28.000000
1171,512.666667
1172,219.571429
1173,244.750000
1174,1716.230769
1175,5865.666667
1176,329.500000
1177,171.000000
1178,227.000000
1179,169.500000
1180,6986.000000
1181,128.500000
1182,173.000000
1183,154.000000
1184,3697.000000
1185,265.166667
1186,777.000000
1187,666.333333
1188,458.600000
1189,319.666667
1190,113.000000
1191,700.000000
1192,1418.000000
1193,501.000000
1194,34.500000
1195,645.750000
1196,1152.000000
1197,152.000000
1198,231.750000
1199,998.500000
1200,313.000000
1201,256.000000
1202,898.000000
1203,415.000000
1204,171.000000
1205,2228.571429
1206,178.000000
1207,210.000000
1208,2742.333333
1209,131.500000
1210,205.000000
1211,1988.500000
1212,73.000000
1213,486.666667
1214,614.333333
1215,258.000000
1216,590.750000
1217,878.000000
1218,484.500000
1219,73.000000
1220,399.500000
1221,951.500000
1222,416.800000
1223,91.500000
1224,8056.000000
1225,691.500000
1226,225.000000
1227,442.500000
1228,398.333333
1229,172.000000
1230,119.000000
1231,678.000000
1232,624.500000
1233,667.333333
1234,169.000000
1235,260.800000
1236,2136.500000
1237,293.000000
1238,697.000000
1239,418.000000
1240,1176.818182
1241,1028.000000
1242,473.666667
1243,678.000000
1244,425.250000
1245,341.875000
1246,656.000000
1247,234.000000
1248,738.333333
1249,558.666667
1250,1261.000000
1251,234.000000
1252,302.500000
1253,2572.375000
1254,125.000000
1255,747.333333
1256,877.250000
1257,1429.000000
1258,559.500000
1259,76.000000
1260,1225.666667
1261,2483.000000
1262,2153.000000
1263,382.000000
1264,304.000000
1265,1307.000000
1266,87.500000
1267,252.500000
1268,3079.750000
1269,1337.400000
1270,1429.250000
1271,490.666667
1272,309.666667
1273,2315.000000
1274,483.000000
1275,195.500000
1276,826.500000
1277,112.000000
1278,830.214286
1279,331.000000
1280,1112.000000
1281,247.500000
1282,191.285714
1283,87.000000
1284,190.333333
1285,57.000000
1286,396.666667
1287,1110.000000
1288,786.666667
1289,95.333333
1290,1291.333333
1291,531.500000
1292,387.500000
1293,111.000000
1294,639.000000
1295,83.000000
1296,481.000000
1297,231.500000
1298,157.000000
1299,1353.000000
1300,207.300000
1301,400.000000
1302,138.000000
1303,354.636364
1304,1170.200000
1305,109.000000
1306,88.500000
1307,996.500000
1308,1597.000000
1309,138.333333
1310,509.000000
1311,288.000000
1312,663.200000
1313,871.400000
1314,836.500000
1315,436.250000
1316,281.000000
1317,1342.583333
1318,110.000000
1319,82.600000
1320,2629.666667
1321,1179.333333
1322,284.500000
1323,182.666667
1324,744.666667
1325,490.571429
1326,369.000000
1327,589.500000
1328,200.000000
1329,601.500000
1330,53.000000
1331,1254.333333
1332,1516.200000
1333,169.000000
1334,386.000000
1335,438.200000
1336,194.000000
1337,353.000000
1338,2044.500000
1339,792.000000
1340,1295.000000
1341,305.000000
1342,1085.000000
1343,488.000000
1344,424.000000
1345,163.000000
1346,49.000000
1347,474.333333
1348,352.666667
1349,234.000000
1350,1574.000000
1351,407.000000
1352,263.555556
1353,243.000000
1354,1019.500000
1355,1153.500000
1356,199.500000
1357,236.500000
1358,167.000000
1359,956.000000
1360,229.000000
1361,272.250000
1362,70.000000
1363,151.500000
1364,226.000000
1365,2120.500000
1366,0.000000
1367,790.833333
1368,220.400000
1369,141.500000
1370,27840.333333
1371,941.000000
1372,117.400000
1373,246.000000
1374,49.000000
1375,113.500000
1376,440.000000
1377,2208.333333
1378,186.000000
1379,737.000000
1380,168.000000
1381,1863.000000
1382,4709.500000
1383,519.800000
1384,279.666667
1385,376.000000
1386,369.000000
1387,270.714286
1388,96.333333
1389,31392.888889
1390,157.000000
1391,234.666667
1392,123.000000
1393,429.500000
1394,110.500000
1395,934.000000
1396,837.500000
1397,168.000000
1398,153.750000
1399,5989.384615
1400,84.000000
1401,98.500000
1402,885.333333
1403,1821.333333
1404,1291.666667
1405,675.333333
1406,904.666667
1407,1541.857143
1408,205.500000
1409,425.500000
1410,145.666667
1411,1024.000000
1412,438.500000
1413,291.500000
1414,171.500000
1415,1443.000000
1416,75.000000
1417,381.000000
1418,416.000000
1419,126.333333
1420,465.125000
1421,161.250000
1422,119.000000
1423,614.000000
1424,416.333333
1425,422.500000
1426,368.000000
1427,134.000000
1428,555.000000
1429,1846.000000
1430,959.000000
1431,440.333333
1432,864.750000
1433,3722.750000
1434,684.428571
1435,20930.666667
1436,304.400000
1437,663.250000
1438,1232.000000
1439,10496.200000
1440,116.000000
1441,638.500000
1442,1878.000000
1443,743.666667
1444,1009.000000
1445,415.000000
1446,606.600000
1447,2369.000000
1448,897.500000
1449,2954.913043
1450,4740.000000
1451,240.500000
1452,221.000000
1453,6106.285714
1454,1003.500000
1455,199.000000
1456,204.500000
1457,906.500000
1458,248.000000
1459,925.500000
1460,142.000000
1461,117.000000
1462,442.000000
1463,335.250000
1464,340.000000
1465,512.666667
1466,117.666667
1467,3250.000000
1468,1918.500000
1469,864.100000
1470,4725.000000
1471,4818.357143
1472,844.500000
1473,7885.500000
1474,368.800000
1475,247.000000
1476,4346.428571
1477,586.500000
1478,1254.333333
1479,198.400000
1480,369.500000
1481,347.333333
1482,1432.800000
1483,1448.000000
1484,10705.000000
1485,327.000000
1486,1205.272727
1487,776.750000
1488,1875.000000
1489,283.500000
1490,464.000000
1491,512.333333
1492,522.000000
1493,263.666667
1494,4546.000000
1495,700.666667
1496,1460.857143
1497,840.750000
1498,3465.000000
1499,1534.000000
1500,270.000000
1501,37.000000
1502,660.500000
1503,197.500000
1504,1165.000000
1505,53.500000
1506,5315.750000
1507,376.000000
1508,687.714286
1509,629.333333
1510,105.500000
1511,484.800000
1512,465.666667
1513,321.000000
1514,59.500000
1515,454.500000
1516,43.000000
1517,268.125000
1518,710.333333
1519,411.000000
1520,804.500000
1521,216.375000
1522,416.000000
1523,1415.000000
1524,628.500000
1525,286.000000
1526,452.444444
1527,13543.000000
1528,572.000000
1529,126.500000
1530,4739.000000
1531,986.500000
1532,297.571429
1533,477.000000
1534,1069.666667
1535,678.090909
1536,1150.250000
1537,732.000000
1538,313.333333
1539,485.000000
1540,903.000000
1541,852.500000
1542,151.500000
1543,638.333333
1544,1262.875000
1545,1063.000000
1546,76.000000
1547,10113.333333
1548,792.500000
1549,983.000000
1550,248.000000
1551,71.000000
1552,1497.000000
1553,2611.750000
1554,201.500000
1555,257.000000
1556,519.250000
1557,495.000000
1558,182.666667
1559,1018.000000
1560,915.666667
1561,911.625000
1562,119.000000
1563,907.000000
1564,28862.000000
1565,2172.500000
1566,147.000000
1567,334.666667
1568,1091.000000
1569,341.000000
1570,687.000000
1571,331.500000
1572,110.000000
1573,53.000000
1574,414.000000
1575,604.000000
1576,130.500000
1577,561.000000
1578,1207.000000
1579,539.750000
1580,188.333333
1581,503.000000
1582,301.400000
1583,292.500000
1584,66.250000
1585,2053.428571
1586,167.000000
1587,59.000000
1588,1574.750000
1589,226.000000
1590,540.500000
1591,454.000000
1592,128.500000
1593,1016.000000
1594,1622.000000
1595,2778.800000
1596,107.500000
1597,1105.000000
1598,1253.500000
1599,227.000000
1600,348.500000
1601,58.500000
1602,467.428571
1603,2610.333333
1604,319.666667
1605,18596.500000
1606,1930.750000
1607,204.000000
1608,783.000000
1609,2383.000000
1610,0.000000
1611,362.500000
1612,4810.400000
1613,115.500000
1614,1069.000000
1615,249.500000
1616,3667.400000
1617,982.750000
1618,1030.250000
1619,334.000000
1620,356.307692
1621,197.750000
1622,172.000000
1623,187.000000
1624,176.428571
1625,1092.000000
1626,79.333333
1627,457.666667
1628,318.000000
1629,187.000000
1630,56.000000
1631,298.000000
1632,1331.916667
1633,334.000000
1634,455.000000
1635,788.500000
1636,1032.666667
1637,489.800000
1638,66.500000
1639,319.142857
1640,324.500000
1641,2754.333333
1642,112.333333
1643,15697.000000
1644,8885.250000
1645,2434.375000
1646,910.500000
1647,316.750000
1648,1040.000000
1649,516.000000
1650,671.000000
1651,28561.600000
1652,175.000000
1653,396.750000
1654,1037.000000
1655,8370.875000
1656,759.666667
1657,30.250000
1658,399.000000
1659,111.000000
1660,25.000000
1661,402.000000
1662,2309.500000
1663,232.666667
1664,728.750000
1665,1376.000000
1666,2457.000000
1667,366.000000
1668,814.625000
1669,319.500000
1670,1282.500000
1671,391.500000
1672,4079.500000
1673,194.333333
1674,448.000000
1675,444.000000
1676,61.500000
1677,310.333333
1678,4769.000000
1679,432.666667
1680,1711.000000
1681,99.500000
1682,204.000000
1683,18038.200000
1684,70986.750000
1685,1259.000000
1686,1342.000000
1687,334.000000
1688,38.000000
1689,346.833333
1690,281.800000
1691,4482.500000
1692,117.600000
1693,3292.250000
1694,527.500000
1695,72.333333
1696,84.500000
1697,185.833333
1698,2271.000000
1699,1009.500000
1700,913.600000
1701,198.000000
1702,823.500000
1703,488.000000
1704,332.500000
1705,138.666667
1706,288.833333
1707,559.500000
1708,472.000000
1709,194.666667
1710,1660.800000
1711,778.285714
1712,679.000000
1713,2930.000000
1714,211.000000
1715,346.500000
1716,860.500000
1717,40.000000
1718,2886.500000
1719,366.000000
1720,146.500000
1721,259.000000
1722,213.500000
1723,3627.000000
1724,973.000000
1725,721.666667
1726,670.500000
1727,1824.000000
1728,729.000000
1729,5592.666667
1730,140.000000
1731,185.000000
1732,1029.000000
1733,137.000000
1734,554.500000
1735,2238.000000
1736,87.750000
1737,655.000000
1738,7155.000000
1739,228.000000
1740,303.000000
1741,107.500000
1742,1708.000000
1743,437.800000
1744,783.000000
1745,415.500000
1746,249.250000
1747,3083.000000
1748,2352.666667
1749,429.666667
1750,1469.800000
1751,384.666667
1752,185.000000
1753,4091.000000
1754,215.000000
1755,734.000000
1756,507.666667
1757,30.500000
1758,325.500000
1759,6037.500000
1760,1744.750000
1761,1016.333333
1762,490.000000
1763,1665.000000
1764,578.250000
1765,134.000000
1766,992.500000
1767,1706.000000
1768,72.500000
1769,540.000000
1770,575.000000
1771,634.000000
1772,248.000000
1773,1790.000000
1774,896.500000
1775,453.200000
1776,187.000000
1777,1332.500000
1778,380.500000
1779,2642.000000
1780,242.666667
1781,389.000000
1782,1171.857143
1783,395.400000
1784,310.000000
1785,1075.666667
1786,109.666667
1787,611.333333
1788,214.000000
1789,142.500000
1790,403.750000
1791,1177.750000
1792,234.000000
1793,205.500000
1794,133.000000
1795,594.500000
1796,390.500000
